Kod;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
0484;Realgymnasiet Eskilstuna;;;
0484;Rekarnegymnasiet 1;;;
0484;Rekarnegymnasiet 2;;;
0484;Rinmangymnasiet Gymnasiesärskola;;;
0484;Rinmangymnasiet RI 1N;;;
0484;Rinmangymnasiet RI 2N;;;
0484;Rinmangymnasiet RI3N;;;
0484;S:t Eskils gymnasium 1;;;
0484;Skiftingehus F-9;Ja;Ja;Ja
0484;Skogstorpsskolan F-9;Ja;Ja;Ja
0484;Skogsängsskolan F-5;Ja;Ja;Ja
0484;Slagstaskolan F-6;Ja;Ja;Ja
0484;Slottsskolan F-6;Ja;Ja;Ja
0484;Stålforsskolan 7-9;Ja;;
0484;Sverigefinska sk. i Eskilstuna;Ja;Ja;Ja
0484;Tegelviken F-9;Ja;Ja;Ja
0484;Vallby skola F-3;Ja;Ja;
0484;Zetterbergsgymnasiet;;;
0484;Årbyskolan F-9;Ja;Ja;Ja
0484;Årbyskolans grundsärskola;;Ja;
0484;Ärla skola F-6;Ja;Ja;Ja
0484;Ärstaskolan F-6;Ja;Ja;Ja
0484;Ärstaskolans grundsärskola;;;
0486;Europaskolan Rogge;Ja;;
0486;Europaskolan Strängnäs;;;
0486;Finningeskolan;Ja;Ja;Ja
0486;Friskolan Asken;Ja;;
0486;Friskolan Karlavagnen;Ja;Ja;Ja
0486;Gripsholmsskolan;Ja;Ja;Ja
0486;Karinslundsskolan;Ja;Ja;Ja
0486;Mariefreds skola;Ja;Ja;Ja
0486;Paulinska skolan;Ja;;Ja
0486;Stallarholmsskolan;Ja;Ja;Ja
0486;Strängnäs Montessoriskola;Ja;Ja;Ja
0486;Särskolan Gy;;;
0486;Thomasgymnasiet;;;
0486;Thomasskolan;;;
0486;Tosterö Resursskola;Ja;;
0486;Tosterö Särskola;;;Ja
0486;Vasaskolan;Ja;Ja;Ja
0486;Vuxenutbildningen i Strängnäs, Komvux;;;
0486;Vuxenutbildningen i Strängnäs, SFI;;;
0486;Vuxenutbildningen i Strängnäs, Särvux;;;
0486;Vårfruberga friskola;Ja;Ja;Ja
0486;Åkerskolan;Ja;Ja;Ja
0488;Ekgårdens gymnasiesärskola;;;
0488;Fornbyskolan;Ja;Ja;Ja
0488;Hedebyskolan;Ja;;
0488;Kyrkskolan;Ja;Ja;Ja
0488;Skärlagskolan;Ja;Ja;Ja
0488;Tomtaklintskolan;Ja;;
0488;Trosa Gymnasium;;;
0488;Vitalisskolan;Ja;Ja;Ja
0488;Vuxenutbildning Trosa;;;
0509;Fridtjuv Bergskolan;Ja;Ja;Ja
0509;Lysingskolan;Ja;;
0509;Rök skola;Ja;Ja;Ja
0512;Central Insamlingsenhet Kommunal verksamhet;;;
0512;Hestraskolan;Ja;Ja;Ja
0512;Ydreskolan 1;Ja;Ja;Ja
0512;Ydreskolan 2;Ja;;
0513;Bäckskolan;Ja;Ja;Ja
0513;Horn skola;Ja;Ja;Ja
0513;Kinda Lärcentrum, Vuxenutbildningen;;;
0513;Rimforsa skola 4-6;Ja;;Ja
0513;Rimforsa skola F-3;Ja;Ja;Ja
0513;Värgårdsskolan 4-6;Ja;;
0513;Värgårdsskolan 7-9;Ja;;
0513;Värgårdsskolans grundsärskola;;;
0560;Rinnagårdens förskola och fritidshem;;;Ja
0560;Stenbockskolan GRS;;;
0560;Stenbockskolan L ;Ja;Ja;Ja
0560;Stenbockskolan MH ;Ja;;
0560;Åsbo skola;Ja;Ja;Ja
0560;Åsbo skola GRS;;;
0561;Alléskolan  4-6;Ja;;Ja
0561;Alléskolan  7-9;Ja;;
0561;Bild.centrum Facetten 1/Komvux;;;
0561;Bild.centrum Facetten 1/SFI;;;
0561;Bildningscentrum Facetten ;;;
0561;Björsäters skola;Ja;Ja;Ja
0561;Central Insamlingsenhet Enskild verksamhet;;;
0561;Centralskolan;Ja;Ja;Ja
0561;Grebo skola;Ja;Ja;Ja
0561;Hannäs fritidshem;;;Ja
0561;Särskolan;;;Ja
0562;Bergska gymnasiet Bergska skolan;;;
0562;Bergska gymnasiet Bildningen;;;
0562;Björke skola;Ja;Ja;Ja
0562;Brenäs skola;Ja;Ja;Ja
0562;Central rapportering av modersmålspersonal;;;
0562;Curt Nicolin-gymnasiet;;;
0562;Finspångs vuxenutbildning;;;
0562;Grosvadskolan Nord;Ja;;
0562;Grosvadskolan Syd;Ja;;
0562;Grytgöls skola;Ja;Ja;Ja
0562;Hällestads skola;Ja;Ja;Ja
0562;Högalidsskolan;Ja;Ja;Ja
0562;Ljusfalls friskola;Ja;Ja;Ja
0562;Lotorps skola;Ja;Ja;Ja
0562;Mo Gård Gymnasiesärskola;;;
0562;Nyhemsskolan 7-9;Ja;;
0562;Nyhemsskolan F-6;Ja;Ja;Ja
0562;Rejmyre skola;Ja;Ja;Ja
0562;Storängsskolan;Ja;Ja;Ja
0562;Svälthagsskolan;Ja;Ja;Ja
0562;Särskolan;;;
0562;Viggestorpsskolan;Ja;Ja;Ja
0563;Gusum skola;Ja;Ja;Ja
0563;Ringarum skola;Ja;Ja;Ja
0563;Sörbyskolan;Ja;Ja;Ja
0563;Tryserums friskola;Ja;Ja;Ja
0563;Vammarskolan 4-9;Ja;;
0563;Vuxenutbildningen i Valdemarsvik;;;
0580;Agila Institutet Vux;;;
0580;Anders Ljungstedts gymnasium 10;;;
0580;Anders Ljungstedts gymnasium 4;;;
0580;Anders Ljungstedts gymnasium 7;;;
0580;Anders Ljungstedts gymnasium 8;;;
0580;Anders Ljungstedts gymnasium 9;;;
0580;Anders Ljungstedts vuxenutbildning 1;;;
0580;Anders Ljungstedts vuxenutbildning 2;;;
0580;Arenaskolan;Ja;;
0580;Askeby skola;Ja;Ja;Ja
0580;ASTAR;;;
0580;Atlasskolan ;Ja;Ja;Ja
0580;Bankekinds skola;Ja;Ja;Ja
0580;Berzeliusskolan 1;;;
0580;Berzeliusskolan 2;;;
0580;Berzeliusskolan 3;;;
0580;Berzeliusskolan 4;Ja;;
0580;Berzeliusskolan 5;Ja;;
0580;Berzeliusskolan 6;Ja;;
0580;Berzeliusskolan 7;;;
0580;Birgittaskolan 1;;;
0580;Birgittaskolan 2;;;
0580;Birgittaskolan 3;;;
0580;Birgittaskolans vuxenutbildning 1;;;
0580;Birgittaskolans vuxenutbildning 2;;;
0580;Birgittaskolans vuxenutbildning 3;;;
0580;Björkö friskola;Ja;Ja;Ja
0580;Björnkärrskolan;Ja;Ja;Ja
0580;Blästadsskolan;Ja;Ja;Ja
0580;Blästadsskolan grundsärskola;;;
0580;Brokinds skola;Ja;Ja;Ja
0580;Brunnbyskolan;Ja;Ja;Ja
0580;Bäckskolan;Ja;Ja;Ja
0580;Bäckskolan F-klass Flex;;Ja;
0580;Bäckskolans grundsärskola;;;
0580;Central Insamlingsenhet Enskild verksamhet;;;
0580;Centrum för vuxenutbildning;;;
0580;Daggkåpeskolan;Ja;;
0580;Dar Al Uloum skola;Ja;;Ja
0580;Drottning Blankas Gymnasieskola Linköping;;;
0580;Ekholmsskolan;Ja;;
0580;Ekholmsskolan grundsärskola;;;
0580;Ekkälleskolan;Ja;Ja;Ja
0580;Ekängsskolan;Ja;Ja;Ja
0580;Elsa Brändströms skola;Ja;;
0580;Eraskolan;Ja;;Ja
0580;Folkungaskolan 1;;;
0580;Folkungaskolan 2;;;
0580;Folkungaskolan 3;;;
0580;Folkungaskolan grundskola 4-6;Ja;;
0580;Folkungaskolan grundskola 7-9;Ja;;
0580;Fredriksbergsskolan;Ja;Ja;Ja
0580;Fria Läroverken Linköping;;;
0580;Hagbyskolan;Ja;Ja;Ja
0580;Harvestadsskolorna;Ja;Ja;Ja
0580;Hermods;;;
0580;Himnaskolan;Ja;Ja;Ja
0580;Hjulsbroskolan;Ja;Ja;Ja
0580;Information och Kompetens i Sverige;;;
0580;Internationella Engelska Skolan Linköping;Ja;;
0580;Iris Hadar;;;
0580;JENSEN Education;;;
0580;JENSEN grundskola Linköping;Ja;;
0580;JENSEN Gymnasium Linköping;;;
0580;Järdalaskolan;Ja;;Ja
0580;Katedralskolan 1;;;
0580;Katedralskolan 2;;;
0580;Katedralskolan 3;;;
0580;KLARA Teoretiska Gymnasium Linköping;;;
0580;Kompetensutvecklingsinstitutet i Sverige;;;
0580;Kungsbergsskolan;Ja;Ja;Ja
0580;Kunskapsskolan Linköping;Ja;;
0580;Kvinnebyskolan;Ja;Ja;Ja
0580;Kärnpunkten;Ja;;
0580;LBS Kreativa Gymnasiet Linköping;;;
0580;Lillgårdsskolan;Ja;Ja;Ja
0580;Linghemsskolan;Ja;;
0580;Ljungs skola;Ja;Ja;
0580;Ljungsbroskolan;Ja;;Ja
0580;Malmslättsskolan - Kärna F-6;Ja;Ja;Ja
0580;Malmslättsskolan - Tokarp;Ja;;
0580;Mediateknikerutbildningen, MTU;;;
0580;MedLearn;;;
0580;MoA Lärcentrum;;;
0580;Modersmålsenhet;;;
0580;Montessori Mondial Linköping;Ja;Ja;Ja
0580;Norrbergaskolan;Ja;Ja;Ja
0580;NTI Gymnasiet Linköping;;;
0580;NTI-skolan;;;
0580;Nya Munken;Ja;;
0580;Nya Rydsskolan F-6;Ja;Ja;Ja
0580;Nya Rydsskolan grundsärskola;;;
0580;Nygårdsskolan;Ja;Ja;Ja
0580;Nykils skola;Ja;Ja;Ja
0580;Pandionskolan;Ja;;
0580;Praktiska Gymnasiet Linköping Attorp;;;
0580;Praktiska Gymnasiet Linköping Gamla Tannefors;;;
0580;Praktiska Gymnasiet Linköping Roxen;;;
0580;Rappestad skola;Ja;Ja;Ja
0580;Realgymnasiet Linköping;;;
0580;Rosendalsskolan;Ja;Ja;Ja
0580;S:t Lars gymnasium;;;
0580;Skeda skola;Ja;Ja;Ja
0580;Slaka skola;Ja;Ja;Ja
0580;Slestadskolan;Ja;Ja;Ja
0580;Slussenskolan;Ja;;
0580;Småskolan;Ja;Ja;Ja
0580;Stångåskolan;Ja;;
0580;Sätra skola;Ja;Ja;Ja
0580;T1-skolorna;Ja;Ja;Ja
0580;Tallbodaskolorna;Ja;Ja;Ja
0580;Tanneforsskolan;Ja;Ja;Ja
0580;Thea Privata Grundskola Linköping;Ja;;
0580;Thoren Business School Linköping;;;
0580;Tinnerbäcksskolan;Ja;;
0580;Tornhagsskolan;Ja;Ja;Ja
0580;Ulleviskolan 4-6;Ja;;
0580;Ulleviskolan F-klass Flex;;Ja;
0580;Ulleviskolan grundsärskola;;;
0580;Ulrika skola;Ja;Ja;Ja
0580;Vallastaden F-klass Flex;;Ja;
0580;Vallastaden grundsärskola;;;
0580;Vallastaden skola F-6;Ja;Ja;Ja
0580;Vidingsjöskolan;Ja;Ja;Ja
0580;Vikingstads skola;Ja;Ja;Ja
0580;Vist skola;Ja;Ja;Ja
0580;Vittra Lambohov;Ja;Ja;Ja
0580;Vreta Kloster skola;Ja;Ja;Ja
0580;Vreta utbildningscentrum;;;
0580;Vreta utbildningscentrum komvux;;;
0580;Yrkesgymnasiet Linköping;;;
0580;Ånestadskolan 7-9;Ja;;
0580;Ånestadsskolan F-6;Ja;Ja;Ja
0580;Änggårdsskolan;Ja;Ja;Ja
0581;Bjärbyskolan;Ja;Ja;Ja
0581;Borgsmoskolan 1;Ja;;
0581;Borgsmoskolan 2;Ja;;
0581;Bråvallagymnasiet 1;;;
0581;Bråvallagymnasiet 2;;;
0581;Bråvallagymnasiet 3;;;
0581;Bråvallagymnasiet 4;;;
0581;Bråvallagymnasiet 5;;;
0581;Bråviksskolan 1;Ja;Ja;Ja
0581;Dagsbergs skola;Ja;Ja;Ja
0581;De Geergymnasiet 1;;;
0581;De Geergymnasiet 2;;;
0581;De Geergymnasiet 3;;;
0581;De Geergymnasiet 4;;;
0581;De Geergymnasiet 5;;;
0581;De Geergymnasiet 6;;;
0581;De Geers skola;;Ja;Ja
0581;Diamantens skola - världens skola;Ja;Ja;Ja
0581;Djäkneparksskolan 1;Ja;;
0581;Djäkneparksskolan 2;Ja;;
0581;Drottning Blankas Gymnasieskola Norrköping;;;
0581;Ebersteinska gymnasiet  4;;;
0581;Ebersteinska gymnasiet 5;;;
0581;Ebersteinska gymnasiet 6;;;
0581;Ektorpsringen 2;Ja;Ja;Ja
0581;Ektorpsskolan 1;Ja;;
0581;Ektorpsskolan 3;;;
0581;Enebyskolan 1;Ja;;
0581;Enebyskolan 2;Ja;;
0581;Erlaskolan Norrköping Södra;Ja;;
0581;Erlaskolan Norrköping Östra;Ja;Ja;Ja
0581;Film & Musikgymnasiet;;;
0581;Folkparksskolan;Ja;Ja;Ja
0581;Fria Läroverken Norrköping;;;
0581;Greby-skolan;Ja;Ja;Ja
0581;Gustaf Adolfsskolan 2;Ja;Ja;Ja
0581;Hagagymnasiet skolenhet Blå;;;
0581;Hagagymnasiet skolenhet grön;;;
0581;Hagagymnasiet skolenhet gul;;;
0581;Hagagymnasiet skolenhet röd;;;
0581;Hagaskolan 1;Ja;;
0581;Hagaskolan 2;Ja;;
0581;Himmelstalunds utbildningscentrum;;;
0581;Himmelstalunds Utbildningscentrum komvux;;;
0581;Hultdalsskolan;Ja;;
0581;Hvilan Gymnasium Norrköping;;;
0581;I Ur och Skur sk Skattkammarön;Ja;Ja;Ja
0581;Interkulturella språkenheten IKSE;;;
0581;JENSEN grundskola Norrköping;Ja;;
0581;JENSEN Gymnasium Norrköping;;;
0581;Johannesskolan Norrkpg Kr Sk;Ja;Ja;Ja
0581;Jurslaskolan 1;Ja;;
0581;Jurslaskolan 2;;Ja;Ja
0581;Jönsbergska Idrottsskolan;Ja;;
0581;Karlshovsskolan;Ja;Ja;Ja
0581;Kimstadskolan;Ja;;Ja
0581;Klingsborgsskolan 1;Ja;;
0581;Klingsborgsskolan 2;Ja;;
0581;Klingsborgsskolan 3;;;
0581;Klockaretorpsskolan;Ja;Ja;Ja
0581;Klockaretorpsskolans grundsärskola;;;
0581;Komvux Grundvux;;;
0581;Komvux i Norrköping;;;
0581;Komvux SFI, S:t Olofsskolan 1;;;
0581;Komvux SFI, S:t Olofsskolan 2;;;
0581;Komvux Vård och omsorg;;;
0581;Kungsgårdsgymnasiet 1;;;
0581;Kungsgårdsgymnasiet 2;;;
0581;Kungsgårdsgymnasiet 3;;;
0581;Kungsgårdsgymnasiet 4;;;
0581;Kunskapsgymnasiet Norrköping;;;
0581;Kunskapsljuset, Norrköping;Ja;Ja;Ja
0581;Kunskapsskolan Norrköping;Ja;;
0581;Kvarsebo skola;Ja;Ja;Ja
0581;Kyrkskolan 2;Ja;;
0581;Kättinge skola;Ja;Ja;Ja
0581;Lindöskolan ;Ja;Ja;Ja
0581;Ljuraskolan 1;Ja;Ja;Ja
0581;Ljuraskolan 2;Ja;;Ja
0581;Matteusskolan 1;Ja;;
0581;Matteusskolan 2;Ja;Ja;Ja
0581;Mosstorpsskolan 1;Ja;;
0581;Mosstorpsskolan 2;Ja;;
0581;Navestadsskolan 1;Ja;;
0581;Navestadsskolan 2;Ja;;
0581;Navestadsskolan 3;Ja;;
0581;Nordic International School Norrköping;Ja;;
0581;Norrköpings Lärlingsgymnasium 1;;;
0581;Norrköpings lärlingsgymnasium 2;;;
0581;Norrköpings Montessoriskola 1;Ja;Ja;Ja
0581;Norrköpings Montessoriskola 2;Ja;;Ja
0581;Oxelbergsskolan;Ja;Ja;Ja
0581;Parkskolan;Ja;Ja;Ja
0581;Praktiska Gymnasiet Norrköping;;;
0581;Prolympia, Norrköping;Ja;;
0581;Rambodalsskolan;Ja;;
0581;Realgymnasiet Norrköping;;;
0581;Rudolf Steinerskolan, gr;Ja;Ja;Ja
0581;Råsslaskolan 1;Ja;;
0581;Råsslaskolan 2;Ja;;
0581;Sandbyhovsskolan;Ja;;
0581;Sandbyängsskolan 1;Ja;Ja;Ja
0581;Sandbyängsskolan 2;Ja;;
0581;Sandtorpsskolan 1;Ja;Ja;Ja
0581;Second chance School 1;;;
0581;Silverdansens skola;Ja;Ja;Ja
0581;Skarphagsskolan 1;Ja;;
0581;Skarphagsskolan 2;Ja;Ja;Ja
0581;Smedbyskolan;Ja;Ja;Ja
0581;Stegehus Waldorfskola;Ja;;
0581;Svärtinge Skogsbacke skola;Ja;Ja;Ja
0581;Svärtingehus 1;Ja;;
0581;Svärtingehus 2;Ja;Ja;Ja
0581;Söderporten 1;Ja;;
0581;Söderporten 2;;Ja;Ja
0581;Söderporten 3;;;
0581;Söderporten 4;Ja;;
0581;Tamburinens skola;Ja;Ja;Ja
0581;Tåby skola;Ja;Ja;Ja
0581;Uttersbergsskolan;Ja;Ja;Ja
0581;Victoriaskolan;Ja;;
0581;Vikbolandsskolan 1;Ja;;
0581;Vikbolandsskolan 2;Ja;Ja;Ja
0581;Vilbergsskolan;Ja;Ja;Ja
0581;Villastadsskolan;Ja;Ja;Ja
0581;Vittra Röda stan;Ja;Ja;Ja
0581;Vrinneviskolan;Ja;Ja;Ja
0581;Vuxenutbildning, extern;;;
0581;Vuxenutbildningen, särvux;;;
0581;Vångaskolan;Ja;Ja;Ja
0581;Yrkesgymnasiet Norrköping;;;
0581;Åbymoskolan 2;Ja;Ja;Ja
0582;Bergaskolan;Ja;Ja;Ja
0582;Björkhagaskolan;Ja;Ja;Ja
0582;Mogata skola;Ja;Ja;Ja
0582;Nyströmska skolan  KomVux;;;
0582;Nyströmska skolan 1;;;
0582;Nyströmska skolan 2;;;
0582;Nyströmska skolan SärVux;;;
0582;Ramunderskolan;Ja;;
0582;Sankt Anna skola;Ja;Ja;Ja
0582;Skönbergaskolan;Ja;Ja;Ja
0582;Söderköpings Waldorfskola;Ja;Ja;Ja
0582;Västra Husby skola;Ja;Ja;Ja
0582;Östra Ryds skola;Ja;Ja;Ja
0583;Bergvallaskolan;Ja;Ja;Ja
0583;Bråstorpskolan;Ja;Ja;Ja
0583;Carlsund utbildningscentrum 1;;;
0583;Carlsund utbildningscentrum 2;;;
0583;Carlsund utbildningscentrum 3;;;
0583;Central Insamlingsenhet;;;
0583;Dansäterskolan;Ja;Ja;Ja
0583;Dansäterskolan;Ja;Ja;Ja
0583;Ekenässkolan;Ja;Ja;Ja
0583;Fornåsa skola;Ja;Ja;Ja
0583;Fågelsta skola;Ja;Ja;Ja
0583;Godegårds skola;Ja;Ja;Ja
0583;Grundsärskolan Marieberg;;;
0583;Hällaskolan;Ja;;
0583;Karin Boye-skolan;Ja;;
0583;Karlslunds skola;Ja;Ja;Ja
0583;Klockrike skola;Ja;Ja;Ja
0583;Lilla Karin Boye-skolan;Ja;Ja;Ja
0583;Mariebergsskolan 4-6;Ja;;Ja
0583;Mariebergsskolan 7-9;Ja;;
0583;Mariebergsskolan F-3;Ja;Ja;Ja
0583;Norra skolan 4-6;Ja;;
0583;Norra skolan F-3;Ja;Ja;Ja
0583;Nykyrka skola;Ja;Ja;Ja
0583;Platengymnasiet 1;;;
0583;Platengymnasiet 2;;;
0583;Platengymnasiet 4;;;
0583;Platengymnasiet Gymnasiesärsk.;;;
0583;Skolgårda skola 7-9;Ja;;
0583;Skolgårda skola F-6;Ja;Ja;Ja
0583;Smedsby skola;Ja;Ja;Ja
0583;Södra skolan 7-9;Ja;;
0583;Södra skolan F-6;Ja;Ja;Ja
0583;Tjällmo skola;Ja;Ja;Ja
0583;Vuxenutbildningen komvux;;;
0583;Vuxenutbildningen SFI;;;
0583;Vuxenutbildningen särvux;;;
0583;Vätternskolan 4-6;Ja;;
0583;Vätternskolan F-3;Ja;Ja;Ja
0583;Zederslundsskolan;Ja;;
0583;Österstad skola;Ja;Ja;Ja
0584;Katarinaskolan;Ja;;Ja
0584;Petrus Magni skola H;Ja;;
0584;S:t Persskolan;Ja;Ja;Ja
0584;Smultronstället fritidshem;;;Ja
0586;Bjälbotullskolan LM;Ja;Ja;Ja
0586;Blåklintskolan 4-6;Ja;;
0586;Blåklintskolan 7-9;Ja;;
0586;Blåklintskolan F-3;Ja;Ja;Ja
0586;Centralt stöd;;;
0586;Dackeskolan MG3;;;
0586;Dackeskolan MG4;;;
0586;Egebyskolan L;Ja;Ja;Ja
0586;Klämmestorpsskolan LM;Ja;Ja;Ja
0586;Kungshögaskolan MG1;;;
0586;Kungshögaskolan MG2;;;
0586;Lagmansskolan Alfa MH;Ja;;Ja
0586;Lagmansskolan Beta MH;Ja;;
0586;Lindbladsskolan LM;Ja;Ja;Ja
0586;Mjölby gymnasium, vuxenutbildningen;;;
0586;Normlösa skola;Ja;Ja;Ja
0586;Trojenborgsskolan MH;Ja;;
0586;Vasaskolan L;Ja;Ja;Ja
0586;Veta skola LM;Ja;Ja;Ja
0586;Vifolkaskolan 7-9;Ja;;
0586;Vifolkaskolan F-6 LM;Ja;Ja;Ja
0586;Väderstad skola LM;Ja;Ja;Ja
0586;Västra Hargs skola LM;Ja;Ja;Ja
0604;Aneby Lärcentrum;;;
0604;Aneby vuxenutbildning;;;
0604;Furulidskolan;Ja;;
0604;Oasens skola;Ja;;
0604;Parkskolan;Ja;Ja;Ja
0604;Sunhult skola;Ja;Ja;Ja
0604;Tallbackaskolan;Ja;Ja;Ja
0604;Vireda skola;Ja;Ja;Ja
0617;Bäckaskolan 7-9;Ja;;
0617;Bäckaskolan F-6;Ja;Ja;Ja
0617;Ekbackens skola;Ja;Ja;Ja
0617;Gnosjöandans kunskapsc. gy;;;
0617;Gnosjöandans kunskapsc. SFI;;;
0617;Gnosjöandans kunskapsc. särvux;;;
0617;Gnosjöandans kunskapsc. vux;;;
0617;Hillerstorpsskolan 7-9;Ja;;
0617;Hillerstorpsskolan F-6;Ja;Ja;Ja
0617;Kulltorpsskolan;Ja;Ja;Ja
0617;Åvikenskolan;Ja;Ja;Ja
0642;Björksäter skola;Ja;Ja;Ja
0642;Gunnarsbo ABC;Ja;;Ja
0642;Gunnarsboskolan ;Ja;;Ja
0642;Kronängskolan;Ja;Ja;Ja
0642;Sandhems skola;Ja;Ja;Ja
0642;Trollehöjdskolan;Ja;;
0643;Alléskolan;Ja;Ja;Ja
0643;Bränningeskolan;Ja;Ja;Ja
0643;Fagerhults skola;Ja;Ja;Ja
0643;Hagabodaskolan;Ja;;
0643;Hagenskolan;Ja;Ja;Ja
0643;Kråkerydskolan;Ja;Ja;Ja
0662;Bureskolan;Ja;Ja;Ja
0662;Centrum för livslångt lärande;;;
0662;Ekenskolan;Ja;Ja;Ja
0662;Gislaveds gymnasium Ekonomisk sektor;;;
0662;Gislaveds gymnasium NEO sektor;;;
0662;Gislaveds gymnasium Teknisk sektor;;;
0662;Gislaveds gymnasium Utvecklingssektorn;;;
0662;Gullviveskolan;Ja;;Ja
0662;Gullviveskolans grundsärskolenhet;;;
0662;Gyllenforsskolan;Ja;Ja;Ja
0662;Gyllenforsskolans grundsärskolenhet;;;
0662;Isabergskolan;Ja;Ja;Ja
0662;Klockargårdskolan;Ja;Ja;Ja
0662;Lundåkerskolan;Ja;;
0662;Lundåkerskolans särskolenhet;;;
0662;Montessorifriskolan i Gislaved;Ja;Ja;Ja
0662;Motorsportsgymnasiet i Anderstorp;;;
0662;Nordinskolan;Ja;;
0662;Skeppshultskolan;Ja;Ja;Ja
0662;Stora Segerstad Naturbrukscentrum;;;
0662;Sörgårdsskolan;Ja;Ja;Ja
0662;Töråsskolan;Ja;Ja;Ja
0662;Villstadskolan;Ja;;Ja
0662;Åsenskolan;Ja;;
0662;Åtteråsskolan;Ja;Ja;Ja
0662;Ängslyckans skola;Ja;Ja;Ja
0662;Ölmestadskolan;Ja;Ja;Ja
0665;Bondstorps skola;Ja;Ja;Ja
0665;Byarums skola;Ja;Ja;Ja
0665;Fenix 1;;;
0665;Fenix 2;;;
0665;Fågelforsskolan 7-9;Ja;;
0665;Fågelforsskolan F-6;Ja;Ja;Ja
0665;Götafors skola;Ja;Ja;Ja
0665;Hjortsjöskolan 4-6;Ja;;Ja
0665;Hjortsjöskolan 7-9;Ja;;
0665;Hoks skola;Ja;Ja;Ja
0665;Klevshults skola;Ja;Ja;Ja
0665;Svenarums skola;Ja;Ja;Ja
0665;Sörgårdsskolan;Ja;Ja;Ja
0665;Tofthagaskolan;Ja;Ja;Ja
0665;Vaggeryds kommun central insamlingsenhet;;;
0665;Åkers skola;Ja;;Ja
0665;Östra skolan;Ja;Ja;Ja
0680;Alfred Dalinskolan;Ja;;
0680;Attarpsskolan 7-9;Ja;;
0680;Attarpsskolan F-6;Ja;Ja;Ja
0680;Barnarpsskolan;Ja;Ja;Ja
0680;Bottnarydsskolan;Ja;;Ja
0680;Brodalsskolan;Ja;Ja;Ja
0680;Bäckadalsgymn RO 1;;;
0680;Bäckadalsgymn RO 2;;;
0680;Bäckadalsgymn RO 3;;;
0680;Bäckadalsgymn RO 4;;;
0680;Bäckadalsgymn RO 5;;;
0680;Bäckadalsgymnasiet, särvux;;;
0680;Central Insamlingsenhet Kommunal verksamhet;;;
0680;Dalviksskolan;Ja;Ja;Ja
0680;Drottning Blankas Gymnasieskola Jönköping;;;
0680;Egnahemsskolan;Ja;Ja;Ja
0680;Ekhagsskolan;Ja;Ja;Ja
0680;Erik Dahlbergsgymnasiet Ro 1;;;
0680;Erik Dahlbergsgymnasiet RO 2;;;
0680;Erik Dahlbergsgymnasiet RO 3;;;
0680;Erik Dahlbergsgymnasiet RO 4;;;
0680;Erik Dahlbergsgymnasiet RO 5;;;
0680;Flahultsskolan;Ja;;
0680;Gräshagsskolan;Ja;Ja;Ja
0680;Grästorpsskolan;Ja;Ja;Ja
0680;Hisingstorpsskolan;Ja;Ja;Ja
0680;Hovslättsskolan;Ja;Ja;Ja
0680;Hyddans skola, gymnasiesär;;;
0680;Hyddans skola, obl.;;;Ja
0680;Internationella Engelska Skolan Jönköping;Ja;;Ja
0680;JENSEN Gymnasium Jönköping;;;
0680;Junedalsskolan;Ja;;Ja
0680;Kumlabyskolan;Ja;Ja;Ja
0680;Kungsgymnasiet;;;
0680;Kunskapsskolan Jönköping;Ja;;
0680;Kålgårdsskolan;Ja;Ja;Ja
0680;Landsjöskolan;Ja;Ja;Ja
0680;LBS Kreativa Gymnasiet Jönköping;;;
0680;Lekerydsskolan;Ja;Ja;Ja
0680;Ljungarumsskolan 7-9;Ja;;
0680;Ljungarumsskolan F-6;Ja;Ja;Ja
0680;Lärlingsakademin i Jönköping;;;
0680;Magelungens grundskola Jönköping;Ja;;
0680;Magelungens Gymnasium Jönköping;;;
0680;Magnus Ladulåsskolan;Ja;;
0680;Modersmålsenheten;;;
0680;Månsarpsskolan;Ja;Ja;Ja
0680;Nordskogens skola;Ja;Ja;Ja
0680;Norrängsskolan;Ja;Ja;Ja
0680;Nyarpsskolan;Ja;Ja;Ja
0680;Oxhagsskolan;Ja;Ja;Ja
0680;Per Brahegymnasiet RO 1;;;
0680;Per Brahegymnasiet RO 2;;;
0680;Per Brahegymnasiet RO 3;;;
0680;Per Brahegymnasiet RO4;;;
0680;Praktiska Gymnasiet Jönköping;;;
0680;Prolympia, Jönköping;Ja;Ja;Ja
0680;Ribbaskolan;Ja;Ja;Ja
0680;Rosenlundsskolan 7-9;Ja;;
0680;Rosenlundsskolan F-6;Ja;Ja;Ja
0680;Ryds skola;Ja;Ja;Ja
0680;Råslättsskolan;Ja;Ja;Ja
0680;Sanda Grundsärskola;;;
0680;Sanda idrottshögstadium;Ja;;
0680;Sandagymnasiet RO 1 Ny fr lå 17/18;;;
0680;Sandagymnasiet RO 2 Ny fr lå 17/18;;;
0680;Sandagymnasiet RO 3;;;
0680;Sandagymnasiet RO 4 Ny fr lå 17/18;;;
0680;Sandagymnasiet RO 5;;;
0680;Skärstad skola;Ja;Ja;Ja
0680;Slättenskolan;Ja;Ja;Ja
0680;Stadsgårdsskolan;Ja;;
0680;Stensholmsskolan;Ja;Ja;Ja
0680;Strandskolan;Ja;Ja;Ja
0680;Strömsbergsskolan;Ja;Ja;Ja
