Kod;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
1401;Högadalsskolan;Ja;;Ja
1401;Högadalsskolan 2;Ja;Ja;Ja
1401;Högadalsskolans grundsärskola;;;Ja
1401;Landvetterskolan 4-5;Ja;;
1401;Landvetterskolan 6+8;Ja;;
1401;Landvetterskolan 7+9;Ja;;
1401;Landvetterskolan F-3;Ja;Ja;Ja
1401;Lunnaskolan 2-3;Ja;;Ja
1401;Lunnaskolan F-1;Ja;Ja;Ja
1401;Lunnaskolans grundsärskola;;;Ja
1401;Rävlandaskolan 6-9;Ja;;
1401;Rävlandaskolan F-5;Ja;Ja;Ja
1401;Skinnefjällsskolan 1+3;Ja;;Ja
1401;Skinnefjällsskolan F+2;Ja;Ja;Ja
1401;Stödresurs, sektor utb./kultur;;;
1401;Säteriskolan 1,3,5;Ja;;Ja
1401;Säteriskolan F,2,4;Ja;Ja;Ja
1401;Vuxenutbildningen Härryda;;;
1401;Vuxenutbildningen Härryda Yrkesvux;;;
1401;Vuxenutbildningen, SFI;;;
1401;Vuxenutbildningen, särvux;;;
1401;Vällsjöskolan;Ja;Ja;Ja
1401;Önnerödsskolan 4-6;Ja;;
1401;Önnerödsskolan 7-9;Ja;;
1401;Önnerödsskolans grundsärskola;;;
1402;Björndammens skola F-6;Ja;Ja;Ja
1402;Casa Montessori;Ja;Ja;Ja
1402;Central Insamlingsenhet;;;
1402;Enheten för flerspråkighet;;;
1402;Furulunds skola F-6;Ja;Ja;Ja
1402;Jonsereds skola F-5;Ja;Ja;Ja
1402;Lexby skola 6-9;Ja;;
1402;Lillegårdsskolan F-5;Ja;Ja;Ja
1402;Oxledsskolan ;Ja;Ja;Ja
1402;Partille gymnasiesärskola;;;
1402;Partille Gymnasium;;;
1402;Partille gymnasium, särvux;;;
1402;SFI;;;
1402;Skulltorps skola F-5;Ja;Ja;Ja
1402;Stadsparksskolan;Ja;;
1402;Särskolan Öjersjö Brunn;;;Ja
1402;Särskolan Öjersjö Storegård;;;Ja
1402;Ugglums skola 4-9;Ja;;
1402;Ugglums skola F-3;Ja;Ja;Ja
1402;Vallhamra skola 4-6;Ja;;Ja
1402;Vallhamra skola 7-9;Ja;;
1402;Vallhamra skola F-3;Ja;Ja;Ja
1402;Vuxenutbildningen ;;;
1402;Öjersjö Brunn skola A F-4;Ja;Ja;Ja
1402;Öjersjö Brunn skola B F-4;Ja;Ja;Ja
1402;Öjersjö Storegård skola 5-9;Ja;;
1407;Bergagårdsskolan;Ja;Ja;Ja
1407;Betelskolan;Ja;Ja;Ja
1407;Björkö skola;Ja;Ja;Ja
1407;Brattebergsskolan 3-6;Ja;;Ja
1407;Brattebergsskolan 7-9;Ja;;
1407;Fotö skola;Ja;Ja;Ja
1407;Hedens skola 3-6;Ja;;Ja
1407;Hedens skola 7-9;Ja;;Ja
1407;Hälsö skola;Ja;Ja;Ja
1407;Kommunala vuxenutbildningen;;;
1407;Kompassenskolan;Ja;Ja;Ja
1407;Lärvux;;;
1407;Rörö skola;Ja;Ja;Ja
1407;Öckerö Seglande gymnasieskola;;;
1415;Ekenässkolan;Ja;Ja;Ja
1415;Enheten för flerspråkighet;;;
1415;Hallernaskolan;Ja;Ja;Ja
1415;Jörlandaskolan;Ja;Ja;Ja
1415;Kopperskolan;Ja;Ja;Ja
1415;Kristinedal Trubaduren, grundsärskola;;;Ja
1415;Kristinedalskolan 7-9;Ja;;
1415;Kristinedalskolan F-6;Ja;Ja;Ja
1415;Kyrkenorumskolan;Ja;Ja;Ja
1415;Munkeröds utb.c., Stenungsund;;;
1415;Nösnäsgymnasiet 1;;;
1415;Nösnäsgymnasiet 2;;;
1415;Nösnäsgymnasiet 3;;;
1415;Nösnäsgymnasiet 4;;;
1415;Nösnäsgymnasiet 5;;;
1415;Spekerödskolan;Ja;Ja;Ja
1415;Stenungskolan;Ja;;
1415;Stenungsunds Montessoriskola;Ja;Ja;Ja
1415;Stora Högaskolan 7-9;Ja;;
1415;Stora Högaskolan F-6;Ja;Ja;Ja
1415;Ucklumskolan;Ja;Ja;Ja
1415;Vuxenutbildningen;;;
1415;Vuxenutbildningen Enhet 2;;;
1419;Bleketskolan;Ja;;
1419;Fridas Hage;Ja;Ja;Ja
1419;Häggvallskolan;Ja;;
1419;Komvux Tjörn;;;
1419;Kållekärr skola;Ja;Ja;Ja
1419;Myggenäs skola;Ja;Ja;Ja
1419;Resurscentrum, BoU- förvalt.;;;
1419;Rönnäng skola;Ja;Ja;Ja
1419;Skärhamns skola;Ja;Ja;Ja
1419;Tjörns gymnasieskola;;;
1419;Tjörns kommuns särskola;;;Ja
1419;Tjörns montessori skola och förskola;Ja;Ja;Ja
1421;Central enhet modersmål;;;
1421;Ellös skola;Ja;Ja;Ja
1421;Gymnasiet;;;
1421;Henåns skola 4-6;Ja;;Ja
1421;Henåns skola 7-9;Ja;;
1421;Henåns skola F-3;Ja;Ja;Ja
1421;Komvux;;;
1421;Orust Montessoriskola;Ja;Ja;Ja
1421;Orust Waldorfskola;Ja;;
1421;Solskolan;;Ja;Ja
1421;Stensbo skola;Ja;Ja;
1421;Särskolan;;;Ja
1421;Varekils skola;Ja;Ja;Ja
1421;Ängås skola 7-9;Ja;;
1421;Ängås skola F-3;Ja;Ja;Ja
1421;Ängås skola, 4-6;Ja;;Ja
1427;Bovallstrands skola;Ja;Ja;Ja
1427;Hunnebostrands skola;Ja;Ja;Ja
1427;Kungshamns skola;Ja;;
1427;Smögens skola;Ja;Ja;Ja
1427;Sotenäs Gymnasieskola;;;
1427;Sotenäs Symbioscentrum SFI;;;
1427;Sotenäs Symbioscentrum VUX;;;
1427;Sotenässkolan;Ja;;
1427;Särskolan ,Integrerade särskoleelever,;;Ja;
1427;Åsenskolan;Ja;Ja;Ja
1430;Bruksskolan;Ja;Ja;Ja
1430;Central Insamlingsenhet;;;
1430;Centrumskolan;Ja;;Ja
1430;Dinglegymnasiet;;;
1430;Hedekas skola;Ja;Ja;Ja
1430;Hällevadsholms skola;Ja;Ja;Ja
1430;Kungsmarksskolan;Ja;;
1430;Kunskapens hus, IM;;;
1430;Kunskapens Hus, Komvux;;;
1430;Kunskapens Hus, SFI;;;
1430;Lärlingsgymnasiet i Munkedal;;;
1430;Munkedalsskolan;Ja;Ja;Ja
1430;Processtekniska Gymnasiet;;;
1435;Backa skola;Ja;Ja;Ja
1435;Ekdungeskolan;;;
1435;Fjällbacka skola;Ja;Ja;Ja
1435;Grebbestadskolan;Ja;Ja;Ja
1435;Hamburgsundskolan F-9;Ja;Ja;Ja
1435;Komvux;;;
1435;Komvux Tanum, SFI;;;
1435;Lurs skola;Ja;Ja;Ja
1435;Rabbalshede skola;Ja;Ja;Ja
1435;Sjöstjärneskolan;Ja;Ja;Ja
1435;Tanums Gymnasium;;;
1435;Tanumskolan 7-9;Ja;;
1435;Tanumskolan F-6;Ja;Ja;Ja
1435;Tanumskolan särskola;;;
1438;Hagaskolan;Ja;;
1438;Hagaskolans fritidshem;;;Ja
1438;Komvux Dals-Eds utv.center;;;
1438;Komvux SFI Dals-Eds utv.center;;;
1438;Komvux, särvux;;;
1438;Snörrumskolan;Ja;Ja;
1438;Snörrumskolans fritidshem;;;Ja
1438;Utsikten Grundsärskola;;;
1438;Utsikten, Dals-Eds gymnasiesärskola;;;
1438;Utsikten, Dals-Eds gymnasium;;;
1439;Högsäter skola;Ja;Ja;Ja
1439;Höjdenskolan;Ja;Ja;Ja
1439;Järbo friskola;Ja;Ja;Ja
1439;Stigens Friskola AB;Ja;Ja;Ja
1439;Valboskolan 1-6;Ja;;Ja
1439;Valboskolan 1-9 Särskola;;;
1439;Valboskolan 7-9;Ja;;
1439;Vuxenutbildningen;;;
1439;Ödeborgs skola;Ja;Ja;Ja
1440;Ahlafors Fria skola;Ja;Ja;Ja
1440;Alboskolan;Ja;;Ja
1440;Ale gymnasium;;;
1440;Aroseniusskolan;Ja;;
1440;Bohusskolan;Ja;Ja;Ja
1440;Centrala stödenheten;;;
1440;Da Vinciskolan;Ja;;
1440;Enheten för flerspråkighet ;;;
1440;Garnvindeskolan;Ja;Ja;Ja
1440;Grundsärskolan 1-6;;;
1440;Grundsärskolan 7-9;;;
1440;Himlaskolan;Ja;Ja;Ja
1440;Kronaskolan 4-6;Ja;;Ja
1440;Kronaskolan F-3;Ja;Ja;Ja
1440;Kyrkbyskolan;Ja;;Ja
1440;Lärcentrum komvux;;;
1440;Lärcentrum komvux, SFI;;;
1440;Lärlingsgymnasiet i Ale;;;
1440;Nolskolan;Ja;Ja;Ja
1440;Nödingeskolan;Ja;Ja;Ja
1440;Surteskolan;Ja;Ja;Ja
1441;Alléskolan skolenhet Ask;Ja;;
1441;Alléskolan skolenhet Bok;Ja;;
1441;Almekärrsskolan skolenhet 1;Ja;Ja;Ja
1441;Almekärrsskolan skolenhet 2;Ja;;
1441;Aspen Montessori;Ja;Ja;Ja
1441;Aspenässkolan 1;Ja;Ja;Ja
1441;Aspenässkolan 2;Ja;;Ja
1441;Berghultskolan 1;Ja;Ja;Ja
1441;Berghultskolan 2;Ja;;
1441;Centralskolan;Ja;Ja;Ja
1441;Hulanskolan;Ja;Ja;Ja
1441;Hästhagenskolan;Ja;Ja;Ja
1441;Knappekullaskolan grundsärskola;;;Ja
1441;Knappekullaskolan skolenhet 1;Ja;Ja;Ja
1441;Knappekullaskolan skolenhet 2;Ja;;Ja
1441;Lekstorpsskolan A;Ja;Ja;Ja
1441;Lekstorpsskolan B;Ja;;
1441;Lerums Gymnasium, skolenhet 1;;;
1441;Lerums Gymnasium, skolenhet 2;;;
1441;Lerums Gymnasium, skolenhet 3;;;
1441;Lerums Gymnasium, skolenhet 4;;;
1441;Lerums Gymnasium, skolenhet 5;;;
1441;Lindénska skolan;Ja;;Ja
1441;Ljungviksskolan skolenhet A;Ja;Ja;Ja
1441;Ljungviksskolan skolenhet B;Ja;;Ja
1441;Modersmålsundervisning i Lerum;;;
1441;Montessoriskolan Floda säteri;Ja;Ja;Ja
1441;Rydsbergsskolan grundsärskola;;;Ja
1441;Rydsbergsskolan Norr;Ja;;
1441;Rydsbergsskolan Söder;Ja;;
1441;Röselidsskolan skolenhet A;Ja;Ja;Ja
1441;Röselidsskolan skolenhet B;Ja;;
1441;SFI-skolan;;;
1441;Stenkulan 4-9;Ja;;
1441;Stenkulan F-3;Ja;Ja;Ja
1441;Tolleredsskolan;Ja;Ja;Ja
1441;Torpskolan skolenhet 1;Ja;;
1441;Torpskolan skolenhet 2;Ja;;
1441;Uddaredsskolan;Ja;Ja;Ja
1441;Vuxenutbildningen;;;
1441;Vuxenutbildningen, Särvux;;;
1441;Östad skola;Ja;Ja;Ja
1442;Asklanda skola;Ja;Ja;Ja
1442;Central Insamlingsenhet;;;
1442;Fridhemskolan;Ja;Ja;Ja
1442;Gullhögskolan;Ja;;
1442;Hols skola;Ja;Ja;Ja
1442;Komvux;;;
1442;Komvux, SFI;;;
1442;Lena skola;Ja;Ja;Ja
1442;Lindbladskolan 4-6;Ja;;Ja
1442;Lindbladskolan F-3;Ja;Ja;Ja
1442;Nårunga skola;Ja;Ja;Ja
1442;Sundlergymnasiet;;;
1443;Bollebygds grundsärskola;;;
1443;Bollebygds gymnasieskola;;;
1443;Bollebygdskolan 4-6;Ja;;
1443;Bollebygdskolan 7-9;Ja;;
1443;Bollebygdskolan F-3;Ja;Ja;Ja
1443;Föräldrakooperativet Gadden;Ja;Ja;Ja
1443;Töllsjöskolan;Ja;Ja;Ja
1443;Örelundskolan;Ja;Ja;Ja
1444;Centralskolan 4-9;Ja;;Ja
1444;Lunnevienheten;Ja;Ja;Ja
1445;Bredöls skola;Ja;Ja;Ja
1445;Essunga Gymnasiesärskola;;;
1445;Fritidshem Bredöl;;;Ja
1445;Fritidshem Jonslund;;;Ja
1445;Fritidshem Nossebro;;;Ja
1445;Jonslunds skola;Ja;Ja;Ja
1445;Nossebro skola år 0-5;Ja;Ja;Ja
1445;Nossebro skola år 6-9;Ja;;
1446;Carl Johanskolan;Ja;;
1446;Forsviks friskola;Ja;Ja;Ja
1446;Mölltorpskolan;Ja;Ja;Ja
1446;Strandskolan;Ja;Ja;Ja
1446;Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola;;;
1447;Gullstensskolan åk 7-9;Ja;;
1447;Gullstensskolan åk F-6;Ja;Ja;Ja
1447;Introduktionsprogrammet Språkintroduktion;;;
1447;Lärcentrum, komvux;;;
1447;Lärcentrum, SFI;;;
1447;Lärcentrum, särvux;;;
1447;Regnbågsskolan;Ja;Ja;Ja
1452;Björnens Fritidshem;;;Ja
1452;Dalstorpskolan;Ja;Ja;Ja
1452;Grimsåsskolan;Ja;Ja;Ja
1452;Grundsärskolan Tranemo;;;Ja
1452;Limmaredskolan;Ja;Ja;Ja
1452;Ljungbackens fritidshem;;;Ja
1452;Länghemskolan;Ja;Ja;Ja
1452;Regnbågens fritidshem;;;Ja
1452;Skogsduvan Mossebo;;;Ja
1452;Särvux;;;
1452;Sörgårdens fritidshem;;;Ja
1452;Tranemo gymnasieskola;;;
1452;Tranemo gymnasieskola, komvux;;;
1452;Tranemo gymnasieskola, SFI;;;
1452;Tranängskolan 7-9;Ja;;
1452;Tranängskolan F-6;Ja;Ja;Ja
1452;Åsalyckans fritidshem;;;Ja
1460;Bengtsgården;Ja;;
1460;Bäckeskolan;Ja;Ja;Ja
1460;Ekhagsskolan;Ja;Ja;Ja
1460;Franserudsskolan;Ja;Ja;Ja
1460;Strömkullegymnasiet;;;
1460;Vuxenutbildningen i Bengtsfors;;;
1460;Vuxenutbildningen/SFI;;;
1461;Dahlstiernska gymnasiet;;;
1461;Fagerlidsskolan;Ja;Ja;Ja
1461;Karolinerskolan;Ja;Ja;Ja
1461;Melleruds särskola;;;Ja
1461;Nordalsskolan;Ja;Ja;Ja
1461;Rådaskolan;Ja;;
1461;Vuxenutbildningen;;;
1461;Vuxenutbildningen/SFI;;;
1461;Vuxenutbildningen/Särvux;;;
1461;Åsebro skola;Ja;Ja;Ja
1461;Åsen skola;Ja;Ja;Ja
1462;Fuxernaskolan 7-9;Ja;;
1462;Fuxernaskolan F-6;Ja;Ja;Ja
1462;Grundsärskolan Lilla Edet;;;
1462;Nya Skolan, Lilla Edet;Ja;Ja;Ja
1462;Ryrsjöskolan;Ja;Ja;Ja
1462;Solhaga Gymnasiesärskola;;;
1462;Solhagaskolan;;;
1462;Strömsskolan;Ja;Ja;Ja
1462;Tingbergsskolan ;Ja;Ja;Ja
1462;Vuxenutbildningen;;;
1463;Björketorpskolan;Ja;Ja;Ja
1463;Fotskälskolan;Ja;Ja;Ja
1463;Fritslaskolan;Ja;Ja;Ja
1463;Hyssnaskolan;Ja;Ja;Ja
1463;Leteboskolan;Ja;Ja;Ja
1463;Lyckeskolan;Ja;;
1463;Lyckeskolan grundsär;;;
1463;Marks Gymnasieskola, enhet A;;;
1463;Marks Gymnasieskola, enhet B;;;
1463;Marks Gymnasieskola, enhet C;;;
1463;Marks Gymnasieskola, enhet D;;;
1463;Marks Gymnasiesärskola;;;
1463;Modersmålsundervisning;;;
1463;Montessoriskolan Pärlan;Ja;Ja;Ja
1463;Parkskolan;Ja;Ja;Ja
1463;Sjöbyskolan;Ja;Ja;Ja
1463;Skogsbrynets resursskola;Ja;;
1463;Stommenskolan 4-6;Ja;;Ja
1463;Stommenskolan F-3;Ja;Ja;Ja
1463;Stommenskolan grundsär;;;Ja
1463;Strömma Naturbrukscentrum;;;
1463;Strömskolan 4-6;Ja;;Ja
1463;Strömskolan F-3;Ja;Ja;Ja
1463;Sätilaskolan 7-9;Ja;;
1463;Sätilaskolan F-6;Ja;Ja;Ja
1463;Tingvallaskolan;Ja;;Ja
1463;Torestorpskolan;Ja;Ja;Ja
1463;Ubbhultskolan;Ja;Ja;Ja
1463;Vuxenutbildningen i Mark;;;
1463;Ängskolan;Ja;;
1463;Örbyskolan 4-6;Ja;;Ja
1463;Örbyskolan F-3;Ja;Ja;Ja
1463;Öxabäckskolan;Ja;Ja;Ja
1465;Elevhälsan;;;
1465;Gymnasieutbildn. i Svenljunga;;;
1465;Hillareds skola;Ja;Ja;Ja
1465;Holsljunga skola;Ja;Ja;Ja
1465;Landboskolan;Ja;Ja;Ja
1465;Lärcentrum, särvux;;;
1465;Mjöbäcks skola;Ja;Ja;Ja
1465;Mogaskolan 7-9;Ja;;
1465;Mogaskolan F-6;Ja;Ja;Ja
1465;Mogaskolan sär;;;
1465;Mårdaklevs skola;Ja;Ja;Ja
1465;Naturbruksskolan Svenljunga;;;
1465;Sexdrega skola;Ja;Ja;Ja
1465;SFI;;;
1465;Vuxenutbildningen i Svenljunga ;;;
1465;Östra Frölunda skola;Ja;Ja;Ja
1465;Överlida skola;Ja;;Ja
1466;Altorpskolan A C;Ja;;
1466;Altorpskolan B D;Ja;;
1466;Altorpskolan grundsär;;;
1466;Eggvena skola;Ja;Ja;Ja
1466;Eriksbergs skola;Ja;Ja;Ja
1466;Horsbyskolan 4-6;Ja;;Ja
1466;Horsbyskolan F-3;Ja;Ja;Ja
1466;Hudene skola;Ja;Ja;Ja
1466;Kunskapskällan;;;
1466;Molla skola;Ja;Ja;Ja
1466;Mörlandaskolan;Ja;Ja;Ja
1466;Ods skola;Ja;Ja;Ja
1470;Academy of Music and Business Vara;;;
1470;Alléskolan;Ja;;
1470;Arentorps skola;Ja;Ja;Ja
1470;Broholmskolan Jung;Ja;Ja;Ja
1470;Elevhälsan;;;
1470;Lagmansgymnasiet1;;;
1470;Lagmansgymnasiet2;;;
1470;Larv Tråvad skola;Ja;Ja;Ja
1470;Levene skola;Ja;Ja;Ja
1470;Nästegårdsskolan fsk-åk6;Ja;Ja;Ja
1470;Nästegårdsskolan åk7-åk9;Ja;;
1470;Parkskolan;Ja;;
1470;Solgårdens fritidshem;;;Ja
1470;Stiftelsen Önums friskola;Ja;Ja;Ja
1470;Särskolan;;;
1470;Torsgårdsskolan;Ja;Ja;Ja
1470;Vedums skola;Ja;Ja;Ja
1471;Hällekisskolan;Ja;Ja;Ja
1471;Källby gård;Ja;Ja;Ja
1471;Liljestensskolan 1;Ja;;
1471;Liljestensskolan 2;Ja;;
1471;Ljungsbackenskolan;Ja;Ja;Ja
1471;Lundabyn;Ja;Ja;Ja
1471;Lunden;Ja;;
1471;Olinsgymnasiet i Götene;;;
1471;Prästgårdsskolan;Ja;Ja;Ja
1472;Baggeboskolan;Ja;Ja;Ja
1472;Baggeboskolan - grundsärskola;;;
1472;Häggetorpsskolan;Ja;Ja;Ja
1472;Nyboskolan - grundskola;Ja;;
1472;Nyboskolan - gymnasieskola;;;
1472;Nyboskolan, grundsärskola och elevhälsa;;;
1472;Ransbergs skola;Ja;Ja;Ja
1473;Björkängsskolan;Ja;;Ja
1473;Bryggans skola;;;
1473;Fredsbergs Friskola;Ja;Ja;Ja
1473;Gymn.utb. Töreboda Kanalskola;;;
1473;Kilenskolan;Ja;Ja;Ja
1473;Komvux Kanalskolan, särvux;;;
1473;Komvux, Kanalskolan;;;
1473;Moholms skola;Ja;Ja;Ja
1473;Naturbruksskolan Sötåsen;;;
1473;Töreboda Centralskola;Ja;;
1473;Älgarås skola;Ja;Ja;Ja
1480;ABF/Komvux;;;
1480;ABF/SFI;;;
1480;Algebraskolan ;Ja;Ja;Ja
1480;American International School of Gothenburg (AISG);Ja;Ja;
1480;Amerikanska Gymnasiet;;;
1480;Angeredsgymnasiet 1;;;
1480;Angeredsgymnasiet 2;;;
1480;Angeredsgymnasiet 3;;;
1480;Angeredsgymnasiet 4;;;
1480;Aniaragymnasiet;;;
1480;Annedalsskolan F-6;Ja;Ja;Ja
1480;Askimsskolan F-6;Ja;Ja;Ja
1480;Aspero Idrottsgymn. Göteborg;;;
1480;Asperöskolan F-3;Ja;Ja;Ja
1480;Assaredsskolan;Ja;Ja;Ja
1480;Backaskolan F-6;Ja;Ja;Ja
1480;Backegårdsskolan F-6;Ja;Ja;Ja
1480;Bagaregårdsskolan F-6;Ja;Ja;Ja
1480;Bergsgårdsskolan F-6;Ja;Ja;Ja
1480;Bergsjöskolan F-9;Ja;Ja;Ja
1480;Bergumsskolan F-9;Ja;Ja;Ja
1480;Bernadottegymnasiet;;;
1480;Bjurslättsskolan F-6;Ja;Ja;Ja
1480;Björkåsskolan F-6;Ja;Ja;Ja
1480;Björlandaskolan F-6;Ja;Ja;Ja
1480;Björsaredsskolan F-3;Ja;Ja;Ja
1480;Brandströmska skolan Nylöse;Ja;Ja;Ja
1480;Brottkärrskolan F-6;Ja;Ja;Ja
1480;Brunnsboskolan F-9;Ja;Ja;Ja
1480;Bräckegymnasiet 1;;;
1480;Bräckegymnasiet 2;;;
1480;Bräckegymnasiet 4;;;
1480;Bräckeskolan F-6;Ja;Ja;Ja
1480;Brännöskolan F-3;Ja;Ja;Ja
1480;Burgårdens GS;;;
1480;Burgårdens GS 2;;;
1480;Burgårdens Gymnasium 1;;;
1480;Burgårdens Gymnasium 2;;;
1480;Burgårdens Gymnasium 3;;;
1480;Burgårdens Gymnasium 4;;;
1480;Burgårdens Gymnasium 5;;;
1480;Burgårdens Gymnasium 6;;;
1480;Bärbyskolan F-6;Ja;Ja;Ja
1480;Böskolans friskola;Ja;Ja;Ja
1480;Center för språkintroduktion Lindholmen 1;;;
1480;Central Insamlingsenhet, kommunal verksamhet;;;
1480;Centrina Kviberg;Ja;;
1480;Centrina Lindholmen;Ja;;
1480;Communityskolan Tynnered;Ja;;
1480;Cuben Utbildning AB/Komvux;;;
1480;Cuben Utbildning AB/SFI;;;
1480;Dalaskolan F-6;Ja;Ja;Ja
1480;Designgymnasiet Göteborg;;;
1480;Donnergymnasiet;;;
1480;Donsöskolan F-6;Ja;Ja;Ja
1480;Drakbergsskolan;Ja;Ja;Ja
1480;Drottning Blankas Gymnasieskola Göteborg Centrum;;;
1480;Drottning Blankas Gymnasieskola Göteborg Gårda;;;
1480;Ebba Petterssons Grundskola;Ja;Ja;Ja
1480;Ellen Keyskolan F-6;Ja;Ja;Ja
1480;Emmaskolan F-3;Ja;Ja;Ja
1480;Eriksboskolan F-6;Ja;Ja;Ja
1480;Ester Mosessons gymnasium 1;;;
1480;Ester Mosessons gymnasium 2;;;
1480;Fenestra Centrum;Ja;;
1480;Fenestra S:t Jörgen;Ja;Ja;Ja
1480;Fiskebäcksskolan F-9;Ja;Ja;Ja
1480;Fjällboskolan F-5;Ja;Ja;Ja
1480;Fjällskolan F-6;Ja;Ja;Ja
1480;Flatåsskolan F-6;Ja;Ja;Ja
1480;Folkuniversitetet/Komvux;;;
1480;Folkuniversitetet/SFI;;;
1480;Framtidsgymnasiet Göteborg;;;
1480;Franska skolan Göteborg 6-9;Ja;;
1480;Franska skolan Göteborg F-5;Ja;Ja;Ja
1480;Freinétförskolan Bild & Form Masthugget;;Ja;Ja
1480;Freinetskolan Bild & Form;Ja;;Ja
1480;Frejaskolan F-9;Ja;Ja;Ja
1480;Fridaskolan Kvillebäcken;Ja;Ja;Ja
1480;Frölundaskolan Bräcke;Ja;Ja;Ja
1480;Frölundaskolan Bräcke 1-9 grundsärskola;;;Ja
1480;Frölundaskolan F-9;Ja;Ja;Ja
1480;Gamlestadsskolan F-9;Ja;Ja;Ja
1480;Gbgs Tekn College ,GTC, komvux;;;
1480;Gbgs Tekn College ,GTC, SFI;;;
1480;Glöstorpsskolan 7-9;Ja;;
1480;GTI:s gymnasieskola;;;
1480;Guldhedsskolan F-9;Ja;Ja;Ja
1480;Gunnaredsskolan F-3;Ja;Ja;Ja
1480;Gunnestorpsskolan F-6;Ja;Ja;Ja
1480;Gunnilseskolan F-6;Ja;Ja;Ja
1480;Gustaviskolan F-5;Ja;Ja;Ja
1480;Gymnasieakademin;;;
1480;Gårdstensskolan 4-9;Ja;;Ja
1480;Gärdsmosseskolan F-6;Ja;Ja;Ja
1480;Gärdsåsskolan 4-9;Ja;;
1480;Göteborgregionens tekniska gy;;;
1480;Göteborgs Högre Samskola gr.;Ja;;
1480;Göteborgs Högre Samskola gy.;;;
1480;Hagaskolan F-5;Ja;Ja;Ja
1480;Hagenskolan F-6;Ja;Ja;Ja
1480;Hammarkullsskolan 1-6 grundsärskola;;;Ja
1480;Hammarkullsskolan F-3;Ja;Ja;Ja
1480;Hermods AB, komvux;;;
1480;Hermods AB/SFI;;;
1480;Herrgårdsskolan F-6;Ja;Ja;Ja
1480;Hinnebäckskolan 1-9 grundsärskola;;;Ja
1480;Hjuviksskolan F-3;Ja;Ja;Ja
1480;Hjälmareds folkhögskola;;;
1480;Hovåsskolan F-9;Ja;Ja;Ja
1480;Hultskolan F-6;Ja;Ja;Ja
1480;Hvitfeldtska gymnasiet 1;;;
1480;Hvitfeldtska gymnasiet 2;;;
1480;Hvitfeldtska gymnasiet 3;;;
1480;Hvitfeldtska gymnasiet 4;;;
1480;Hvitfeldtska gymnasiet 5;;;
1480;Hvitfeldtska gymnasiet 6;;;
1480;Hyllie Park Folkhögskola;;;
1480;Hällsviksskolan F-3;Ja;Ja;Ja
1480;Härlandatjärnskolan F-9;Ja;Ja;Ja
1480;Högenskolan F-3;Ja;Ja;Ja
1480;Högsbodal GS;;;
1480;Högsbogårdsskolan 1-9 grundsärskola;;;Ja
1480;Hökegården GS;;;
1480;I Ur och Skur Utsikten fritidshem;;;Ja
1480;IHGR-gymnasiet;;;
1480;Ingrid Segerstedts gymnasium;;;
1480;International IT College of Sweden Gothenburg;;;
1480;Internationella Engelska Skolan Johanneberg;Ja;;
1480;Internationella Engelska Skolan Krokslätt;Ja;;Ja
1480;Iris/SFI och komvux;;;
1480;ISGR International K-5;Ja;Ja;Ja
1480;ISGR/International section;Ja;;
1480;ISGR/Swedish-Eng F-5;Ja;Ja;Ja
1480;ISGR/Swedish-English;Ja;;
1480;JENSEN grundskola Göteborg;Ja;;
1480;JENSEN Gymnasium Göteborg;;;
1480;Johannebergsskolan Estetiska F-6;Ja;Ja;Ja
1480;Johannebergsskolan Montessori F-5;Ja;Ja;Ja
1480;Jättestensskolan F-9;Ja;Ja;Ja
1480;Kannebäcksskolan 1-9 grundsärskolan;;;Ja
1480;Kannebäcksskolan Döv o Hörsel;Ja;Ja;Ja
1480;Kannebäcksskolan Tal o Språk;Ja;Ja;Ja
1480;Kannebäcksskolan Tremastaren F-6;Ja;Ja;Ja
1480;Karl Johansskolan F-6;Ja;Ja;Ja
1480;Katolska skolan av Notre Dame;Ja;Ja;Ja
1480;Katrinelund GS;;;
1480;Katrinelundsgymnasiet 1;;;
1480;Katrinelundsgymnasiet 2;;;
1480;Katrinelundsgymnasiet 3;;;
1480;Katrinelundsgymnasiet 4;;;
1480;Katrinelundsgymnasiet 5;;;
1480;Kitas Ekonomi;;;
1480;Kitas Frisörgymnasium;;;
1480;Kitas Gymnasium;;;
1480;Kitas Natur;;;
1480;KLARA Teoretiska Gymnasium Göteborg Postgatan;;;
1480;KLARA Teoretiska Gymnasium Göteborg Vallgatan;;;
1480;Klarebergsskolan F-9;Ja;Ja;Ja
1480;Kristinaskolan;Ja;Ja;Ja
1480;Kungsladugårdsskolan F-6;Ja;Ja;Ja
1480;Kunskapsgymnasiet Göteborg;;;
1480;Kunskapsskolan Krokslätt;Ja;;
1480;Kvibergsnässkolan 1-9  grundsärskola;;;Ja
1480;Kvibergsskolan F-9;Ja;Ja;Ja
1480;Kyrkans Fritids i Björkekärr;;;Ja
1480;Kålltorpsskolan 4-9;Ja;;
1480;Kärralundsskolan 1-9 grundsärskola;;;Ja
1480;Kärralundsskolan F-9;Ja;Ja;Ja
1480;Kärraskolan F-9;Ja;Ja;Ja
1480;Kärrdalsskolan F-5;Ja;Ja;Ja
1480;L M Engströms gymnasium;;;
1480;Landala GS;;;
1480;Landalaskolan F-3;Ja;Ja;Ja
